hmid,match_id,entertainment,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
66135,108,band,9527,3m,A happy event within the last 3 months that made me happy was going to see one of my favorite bands live in concert.,A happy event within the last 3 months that made me happy was going to see one of my favorite bands live in concert.,TRUE,1,NA,enjoy_the_moment,38249,event favorite band live concert
66135,75,concert,9527,3m,A happy event within the last 3 months that made me happy was going to see one of my favorite bands live in concert.,A happy event within the last 3 months that made me happy was going to see one of my favorite bands live in concert.,TRUE,1,NA,enjoy_the_moment,38249,event favorite band live concert
66241,39,video,942,3m,I got a new video game that I like more than any I have played in a very long time.,I got a new video game that I like more than any I have played in a very long time.,TRUE,1,NA,leisure,38352,video game played time
66319,61,song,535,3m,singing song so very happy,singing song so very happy,TRUE,1,NA,enjoy_the_moment,38430,singing song
66599,4,television,3868,3m,It made me happy when I found a new television show to watch.,It made me happy when I found a new television show to watch.,TRUE,1,NA,leisure,38710,found television watched
66624,62,music,8048,3m,Another event that made me happy was the day I purchased a new keyboard to create music.,Another event that made me happy was the day I purchased a new keyboard to create music.,TRUE,1,NA,achievement,38735,event day purchased keyboard created music
66852,39,video,5806,3m,A couple weeks ago I finally bought the new Wrestling video game.,A couple weeks ago I finally bought the new Wrestling video game.,TRUE,1,achievement,achievement,38961,couple weeks finally bought wrestling video game
66898,1,movie,7737,3m,I felt happy when I was home in time to find that a movie that i was thinking about was just about to play on TV.,I felt happy when I was home in time to find that a movie that i was thinking about was just about to play on TV.,TRUE,1,enjoy_the_moment,leisure,39007,home time movie thinking played tv
66898,2,tv,7737,3m,I felt happy when I was home in time to find that a movie that i was thinking about was just about to play on TV.,I felt happy when I was home in time to find that a movie that i was thinking about was just about to play on TV.,TRUE,1,enjoy_the_moment,leisure,39007,home time movie thinking played tv
66985,6,book,5316,3m,I signed a book contract.,I signed a book contract.,TRUE,1,NA,achievement,39093,signed book contract
67748,62,music,4009,3m,I was at a music festival dancing with my friends.,I was at a music festival dancing with my friends.,TRUE,1,NA,bonding,39856,music festival dance friend
67921,38,youtube,2307,3m,I took a class with a famous youtube star.,I took a class with a famous youtube star.,TRUE,1,enjoy_the_moment,enjoy_the_moment,40029,class famous youtube star
68361,39,video,1624,3m,I found a rare video game that I really wanted to play for a cheap price in a store.,I found a rare video game that I really wanted to play for a cheap price in a store.,TRUE,1,NA,achievement,40467,found rare video game played cheap price store
68402,1,movie,409,3m,Yesterday went to bahubali2 movie.,Yesterday went to bahubali2 movie.,TRUE,1,leisure,leisure,40508,bahubali movie
68989,1,movie,5762,3m,Watching a funny movie with a childhood sweetheart I hadn't seen in over a decade.,Watching a funny movie with a childhood sweetheart I hadn't seen in over a decade.,TRUE,1,NA,leisure,41094,watched funny movie childhood sweetheart hadnt decade
69143,62,music,4075,3m,"Playing music with a bunch of really good friends of mine who were positive, fun and welcoming.","Playing music with a bunch of really good friends of mine who were positive, fun and welcoming.",TRUE,1,NA,bonding,41248,played music bunch friend mine positive fun welcomed
69231,67,theater,1135,3m,On Saturday when I performance a peruvian dance in a theater.,On Saturday when I performance a peruvian dance in a theater.,TRUE,1,NA,achievement,41336,saturday performance peruvian dance theater
69503,75,concert,669,3m,I attended a concert by one of my favorite musicians and ended up in the front row.,I attended a concert by one of my favorite musicians and ended up in the front row.,TRUE,1,NA,enjoy_the_moment,41607,attended concert favorite musician front row
